user,level,department,knowledge,knowledge2,knowledge3,sername,email,password,smtp,active
user18,-2,TECHNOLOGY,TECHNOLOGY,TECHNOLOGY,TECHNOLOGY,user18_-2_TECHNOLOGY,user18_-2_TECHNOLOGY@eknowedge.com,user18_-2_TECHNOLOGY,192.168.1.108,Y
user19,-2,TECHNOLOGY,TECHNOLOGY,TECHNOLOGY,TECHNOLOGY,user19_-2_TECHNOLOGY,user19_-2_TECHNOLOGY@eknowedge.com,user19_-2_TECHNOLOGY,192.168.1.108,Y
user20,-2,OPERATIONS,OPERATIONS,OPERATIONS,OPERATIONS,user20_-2_OPERATIONS,user20_-2_OPERATIONS@eknowedge.com,user20_-2_OPERATIONS,192.168.1.108,Y
user21,-2,OPERATIONS,OPERATIONS,OPERATIONS,OPERATIONS,user21_-2_OPERATIONS,user21_-2_OPERATIONS@eknowedge.com,user21_-2_OPERATIONS,192.168.1.108,Y
user22,-2,OPERATIONS,OPERATIONS,OPERATIONS,OPERATIONS,user22_-2_OPERATIONS,user22_-2_OPERATIONS@eknowedge.com,user22_-2_OPERATIONS,192.168.1.108,Y
user23,-2,SALES,SALES,SALES,SALES,user23_-2_SALES,user23_-2_SALES@eknowedge.com,user23_-2_SALES,192.168.1.108,Y
user24,-2,SALES,SALES,SALES,SALES,user24_-2_SALES,user24_-2_SALES@eknowedge.com,user24_-2_SALES,192.168.1.108,Y
user25,-2,SALES,SALES,SALES,SALES,user25_-2_SALES,user25_-2_SALES@eknowedge.com,user25_-2_SALES,192.168.1.108,Y
user26,-2,MARKETING,MARKETING,MARKETING,MARKETING,user26_-2_MARKETING,user26_-2_MARKETING@eknowedge.com,user26_-2_MARKETING,192.168.1.108,Y
user27,-2,MARKETING,MARKETING,MARKETING,MARKETING,user27_-2_MARKETING,user27_-2_MARKETING@eknowedge.com,user27_-2_MARKETING,192.168.1.108,Y
user28,-2,MARKETING,MARKETING,MARKETING,MARKETING,user28_-2_MARKETING,user28_-2_MARKETING@eknowedge.com,user28_-2_MARKETING,192.168.1.108,Y
user29,-2,SUPPORT,SUPPORT,SUPPORT,SUPPORT,user29_-2_SUPPORT,user29_-2_SUPPORT@eknowedge.com,user29_-2_SUPPORT,192.168.1.108,Y
user30,-2,SUPPORT,SUPPORT,SUPPORT,SUPPORT,user30_-2_SUPPORT,user30_-2_SUPPORT@eknowedge.com,user30_-2_SUPPORT,192.168.1.108,Y
user31,-2,SUPPORT,SUPPORT,SUPPORT,SUPPORT,user31_-2_SUPPORT,user31_-2_SUPPORT@eknowedge.com,user31_-2_SUPPORT,192.168.1.108,Y
user32,-2,STRATEGY,STRATEGY,STRATEGY,STRATEGY,user32_-2_STRATEGY,user32_-2_STRATEGY@eknowedge.com,user32_-2_STRATEGY,192.168.1.108,Y
user33,-2,STRATEGY,STRATEGY,STRATEGY,STRATEGY,user33_-2_STRATEGY,user33_-2_STRATEGY@eknowedge.com,user33_-2_STRATEGY,192.168.1.108,Y
user34,-2,STRATEGY,STRATEGY,STRATEGY,STRATEGY,user34_-2_STRATEGY,user34_-2_STRATEGY@eknowedge.com,user34_-2_STRATEGY,192.168.1.108,Y
user35,-2,PROVIDERS,PROVIDERS,PROVIDERS,PROVIDERS,user35_-2_PROVIDERS,user35_-2_PROVIDERS@eknowedge.com,user35_-2_PROVIDERS,192.168.1.108,Y
user36,-2,PROVIDERS,PROVIDERS,PROVIDERS,PROVIDERS,user36_-2_PROVIDERS,user36_-2_PROVIDERS@eknowedge.com,user36_-2_PROVIDERS,192.168.1.108,Y
user37,-2,PROVIDERS,PROVIDERS,PROVIDERS,PROVIDERS,user37_-2_PROVIDERS,user37_-2_PROVIDERS@eknowedge.com,user37_-2_PROVIDERS,192.168.1.108,Y
user38,-3,TECHNOLOGY,TECHNOLOGY,TECHNOLOGY,TECHNOLOGY,user38_-3_TECHNOLOGY,user38_-3_TECHNOLOGY@eknowedge.com,user38_-3_TECHNOLOGY,192.168.1.108,Y
user39,-3,OPERATIONS,OPERATIONS,OPERATIONS,OPERATIONS,user39_-3_OPERATIONS,user39_-3_OPERATIONS@eknowedge.com,user39_-3_OPERATIONS,192.168.1.108,Y
user40,-3,SALES,SALES,SALES,SALES,user40_-3_SALES,user40_-3_SALES@eknowedge.com,user40_-3_SALES,192.168.1.108,Y
user41,-3,MARKETING,MARKETING,MARKETING,MARKETING,user41_-3_MARKETING,user41_-3_MARKETING@eknowedge.com,user41_-3_MARKETING,192.168.1.108,Y
user42,-3,SUPPORT,SUPPORT,SUPPORT,SUPPORT,user42_-3_SUPPORT,user42_-3_SUPPORT@eknowedge.com,user42_-3_SUPPORT,192.168.1.108,Y
user43,-3,STRATEGY,STRATEGY,STRATEGY,STRATEGY,user43_-3_STRATEGY,user43_-3_STRATEGY@eknowedge.com,user43_-3_STRATEGY,192.168.1.108,Y
user44,-3,PROVIDERS,PROVIDERS,PROVIDERS,PROVIDERS,user44_-3_PROVIDERS,user44_-3_PROVIDERS@eknowedge.com,user44_-3_PROVIDERS,192.168.1.108,Y
user45,-3,TECHNOLOGY,TECHNOLOGY,TECHNOLOGY,TECHNOLOGY,user45_-3_TECHNOLOGY,user45_-3_TECHNOLOGY@eknowedge.com,user45_-3_TECHNOLOGY,192.168.1.108,Y
user46,-3,OPERATIONS,OPERATIONS,OPERATIONS,OPERATIONS,user46_-3_OPERATIONS,user46_-3_OPERATIONS@eknowedge.com,user46_-3_OPERATIONS,192.168.1.108,Y
user47,-3,SALES,SALES,SALES,SALES,user47_-3_SALES,user47_-3_SALES@eknowedge.com,user47_-3_SALES,192.168.1.108,Y
user48,-3,MARKETING,MARKETING,MARKETING,MARKETING,user48_-3_MARKETING,user48_-3_MARKETING@eknowedge.com,user48_-3_MARKETING,192.168.1.108,Y
user49,-3,SUPPORT,SUPPORT,SUPPORT,SUPPORT,user49_-3_SUPPORT,user49_-3_SUPPORT@eknowedge.com,user49_-3_SUPPORT,192.168.1.108,Y
user50,-3,STRATEGY,STRATEGY,STRATEGY,STRATEGY,user50_-3_STRATEGY,user50_-3_STRATEGY@eknowedge.com,user50_-3_STRATEGY,192.168.1.108,Y
user51,-3,TECHNOLOGY,TECHNOLOGY,TECHNOLOGY,TECHNOLOGY,user51_-3_TECHNOLOGY,user51_-3_TECHNOLOGY@eknowedge.com,user51_-3_TECHNOLOGY,192.168.1.108,Y
user52,-3,OPERATIONS,OPERATIONS,OPERATIONS,OPERATIONS,user52_-3_OPERATIONS,user52_-3_OPERATIONS@eknowedge.com,user52_-3_OPERATIONS,192.168.1.108,Y
user53,-3,SALES,SALES,SALES,SALES,user53_-3_SALES,user53_-3_SALES@eknowedge.com,user53_-3_SALES,192.168.1.108,Y
user54,-3,MARKETING,MARKETING,MARKETING,MARKETING,user54_-3_MARKETING,user54_-3_MARKETING@eknowedge.com,user54_-3_MARKETING,192.168.1.108,Y
user55,-3,SUPPORT,SUPPORT,SUPPORT,SUPPORT,user55_-3_SUPPORT,user55_-3_SUPPORT@eknowedge.com,user55_-3_SUPPORT,192.168.1.108,Y
user56,-3,STRATEGY,STRATEGY,STRATEGY,STRATEGY,user56_-3_STRATEGY,user56_-3_STRATEGY@eknowedge.com,user56_-3_STRATEGY,192.168.1.108,Y
user57,-3,PROVIDERS,PROVIDERS,PROVIDERS,PROVIDERS,user57_-3_PROVIDERS,user57_-3_PROVIDERS@eknowedge.com,user57_-3_PROVIDERS,192.168.1.108,Y
user58,-3,TECHNOLOGY,TECHNOLOGY,TECHNOLOGY,TECHNOLOGY,user58_-3_TECHNOLOGY,user58_-3_TECHNOLOGY@eknowedge.com,user58_-3_TECHNOLOGY,192.168.1.108,Y
user59,-3,OPERATIONS,OPERATIONS,OPERATIONS,OPERATIONS,user59_-3_OPERATIONS,user59_-3_OPERATIONS@eknowedge.com,user59_-3_OPERATIONS,192.168.1.108,Y
user60,-3,SALES,SALES,SALES,SALES,user60_-3_SALES,user60_-3_SALES@eknowedge.com,user60_-3_SALES,192.168.1.108,Y
user61,-3,MARKETING,MARKETING,MARKETING,MARKETING,user61_-3_MARKETING,user61_-3_MARKETING@eknowedge.com,user61_-3_MARKETING,192.168.1.108,Y
user62,-3,SUPPORT,SUPPORT,SUPPORT,SUPPORT,user62_-3_SUPPORT,user62_-3_SUPPORT@eknowedge.com,user62_-3_SUPPORT,192.168.1.108,Y
user63,-3,STRATEGY,STRATEGY,STRATEGY,STRATEGY,user63_-3_STRATEGY,user63_-3_STRATEGY@eknowedge.com,user63_-3_STRATEGY,192.168.1.108,Y
user64,-3,TECHNOLOGY,TECHNOLOGY,TECHNOLOGY,TECHNOLOGY,user64_-3_TECHNOLOGY,user64_-3_TECHNOLOGY@eknowedge.com,user64_-3_TECHNOLOGY,192.168.1.108,Y
user65,-4,OPERATIONS,OPERATIONS,OPERATIONS,OPERATIONS,user65_-4_OPERATIONS,user65_-4_OPERATIONS@eknowedge.com,user65_-4_OPERATIONS,192.168.1.108,Y
user66,-4,SALES,SALES,SALES,SALES,user66_-4_SALES,user66_-4_SALES@eknowedge.com,user66_-4_SALES,192.168.1.108,Y
user67,-4,MARKETING,MARKETING,MARKETING,MARKETING,user67_-4_MARKETING,user67_-4_MARKETING@eknowedge.com,user67_-4_MARKETING,192.168.1.108,Y
user68,-4,SUPPORT,SUPPORT,SUPPORT,SUPPORT,user68_-4_SUPPORT,user68_-4_SUPPORT@eknowedge.com,user68_-4_SUPPORT,192.168.1.108,Y
user69,-4,STRATEGY,STRATEGY,STRATEGY,STRATEGY,user69_-4_STRATEGY,user69_-4_STRATEGY@eknowedge.com,user69_-4_STRATEGY,192.168.1.108,Y
user70,-4,PROVIDERS,PROVIDERS,PROVIDERS,PROVIDERS,user70_-4_PROVIDERS,user70_-4_PROVIDERS@eknowedge.com,user70_-4_PROVIDERS,192.168.1.108,Y
user71,-4,TECHNOLOGY,TECHNOLOGY,TECHNOLOGY,TECHNOLOGY,user71_-4_TECHNOLOGY,user71_-4_TECHNOLOGY@eknowedge.com,user71_-4_TECHNOLOGY,192.168.1.108,Y
user72,-4,OPERATIONS,OPERATIONS,OPERATIONS,OPERATIONS,user72_-4_OPERATIONS,user72_-4_OPERATIONS@eknowedge.com,user72_-4_OPERATIONS,192.168.1.108,Y
user73,-4,SALES,SALES,SALES,SALES,user73_-4_SALES,user73_-4_SALES@eknowedge.com,user73_-4_SALES,192.168.1.108,Y
user74,-4,MARKETING,MARKETING,MARKETING,MARKETING,user74_-4_MARKETING,user74_-4_MARKETING@eknowedge.com,user74_-4_MARKETING,192.168.1.108,Y
user75,-4,SUPPORT,SUPPORT,SUPPORT,SUPPORT,user75_-4_SUPPORT,user75_-4_SUPPORT@eknowedge.com,user75_-4_SUPPORT,192.168.1.108,Y
user76,-4,STRATEGY,STRATEGY,STRATEGY,STRATEGY,user76_-4_STRATEGY,user76_-4_STRATEGY@eknowedge.com,user76_-4_STRATEGY,192.168.1.108,Y
user77,-4,TECHNOLOGY,TECHNOLOGY,TECHNOLOGY,TECHNOLOGY,user77_-4_TECHNOLOGY,user77_-4_TECHNOLOGY@eknowedge.com,user77_-4_TECHNOLOGY,192.168.1.108,Y
user78,-4,OPERATIONS,OPERATIONS,OPERATIONS,OPERATIONS,user78_-4_OPERATIONS,user78_-4_OPERATIONS@eknowedge.com,user78_-4_OPERATIONS,192.168.1.108,Y
user79,-4,SALES,SALES,SALES,SALES,user79_-4_SALES,user79_-4_SALES@eknowedge.com,user79_-4_SALES,192.168.1.108,Y
user80,-4,MARKETING,MARKETING,MARKETING,MARKETING,user80_-4_MARKETING,user80_-4_MARKETING@eknowedge.com,user80_-4_MARKETING,192.168.1.108,Y
user81,-4,SUPPORT,SUPPORT,SUPPORT,SUPPORT,user81_-4_SUPPORT,user81_-4_SUPPORT@eknowedge.com,user81_-4_SUPPORT,192.168.1.108,Y
user82,-4,STRATEGY,STRATEGY,STRATEGY,STRATEGY,user82_-4_STRATEGY,user82_-4_STRATEGY@eknowedge.com,user82_-4_STRATEGY,192.168.1.108,Y
user83,-4,PROVIDERS,PROVIDERS,PROVIDERS,PROVIDERS,user83_-4_PROVIDERS,user83_-4_PROVIDERS@eknowedge.com,user83_-4_PROVIDERS,192.168.1.108,Y
user84,-4,TECHNOLOGY,TECHNOLOGY,TECHNOLOGY,TECHNOLOGY,user84_-4_TECHNOLOGY,user84_-4_TECHNOLOGY@eknowedge.com,user84_-4_TECHNOLOGY,192.168.1.108,Y
user85,-4,OPERATIONS,OPERATIONS,OPERATIONS,OPERATIONS,user85_-4_OPERATIONS,user85_-4_OPERATIONS@eknowedge.com,user85_-4_OPERATIONS,192.168.1.108,Y
user86,-4,SALES,SALES,SALES,SALES,user86_-4_SALES,user86_-4_SALES@eknowedge.com,user86_-4_SALES,192.168.1.108,Y
user87,-4,MARKETING,MARKETING,MARKETING,MARKETING,user87_-4_MARKETING,user87_-4_MARKETING@eknowedge.com,user87_-4_MARKETING,192.168.1.108,Y
user88,-4,SUPPORT,SUPPORT,SUPPORT,SUPPORT,user88_-4_SUPPORT,user88_-4_SUPPORT@eknowedge.com,user88_-4_SUPPORT,192.168.1.108,Y
user89,-4,STRATEGY,STRATEGY,STRATEGY,STRATEGY,user89_-4_STRATEGY,user89_-4_STRATEGY@eknowedge.com,user89_-4_STRATEGY,192.168.1.108,Y
user90,-4,TECHNOLOGY,TECHNOLOGY,TECHNOLOGY,TECHNOLOGY,user90_-4_TECHNOLOGY,user90_-4_TECHNOLOGY@eknowedge.com,user90_-4_TECHNOLOGY,192.168.1.108,Y
user91,-4,OPERATIONS,OPERATIONS,OPERATIONS,OPERATIONS,user91_-4_OPERATIONS,user91_-4_OPERATIONS@eknowedge.com,user91_-4_OPERATIONS,192.168.1.108,Y
user92,-4,SALES,SALES,SALES,SALES,user92_-4_SALES,user92_-4_SALES@eknowedge.com,user92_-4_SALES,192.168.1.108,Y
user93,-4,MARKETING,MARKETING,MARKETING,MARKETING,user93_-4_MARKETING,user93_-4_MARKETING@eknowedge.com,user93_-4_MARKETING,192.168.1.108,Y
user94,-4,SUPPORT,SUPPORT,SUPPORT,SUPPORT,user94_-4_SUPPORT,user94_-4_SUPPORT@eknowedge.com,user94_-4_SUPPORT,192.168.1.108,Y
user95,-4,STRATEGY,STRATEGY,STRATEGY,STRATEGY,user95_-4_STRATEGY,user95_-4_STRATEGY@eknowedge.com,user95_-4_STRATEGY,192.168.1.108,Y
user96,-4,PROVIDERS,PROVIDERS,PROVIDERS,PROVIDERS,user96_-4_PROVIDERS,user96_-4_PROVIDERS@eknowedge.com,user96_-4_PROVIDERS,192.168.1.108,Y
user97,-4,TECHNOLOGY,TECHNOLOGY,TECHNOLOGY,TECHNOLOGY,user97_-4_TECHNOLOGY,user97_-4_TECHNOLOGY@eknowedge.com,user97_-4_TECHNOLOGY,192.168.1.108,Y
user98,-4,OPERATIONS,OPERATIONS,OPERATIONS,OPERATIONS,user98_-4_OPERATIONS,user98_-4_OPERATIONS@eknowedge.com,user98_-4_OPERATIONS,192.168.1.108,Y
user99,-4,SALES,SALES,SALES,SALES,user99_-4_SALES,user99_-4_SALES@eknowedge.com,user99_-4_SALES,192.168.1.108,Y
user100,-4,MARKETING,MARKETING,MARKETING,MARKETING,user100_-4_MARKETING,user100_-4_MARKETING@eknowedge.com,user100_-4_MARKETING,192.168.1.108,Y
user101,-4,SUPPORT,SUPPORT,SUPPORT,SUPPORT,user101_-4_SUPPORT,user101_-4_SUPPORT@eknowedge.com,user101_-4_SUPPORT,192.168.1.108,Y
user102,-4,STRATEGY,STRATEGY,STRATEGY,STRATEGY,user102_-4_STRATEGY,user102_-4_STRATEGY@eknowedge.com,user102_-4_STRATEGY,192.168.1.108,Y
user103,-4,TECHNOLOGY,TECHNOLOGY,TECHNOLOGY,TECHNOLOGY,user103_-4_TECHNOLOGY,user103_-4_TECHNOLOGY@eknowedge.com,user103_-4_TECHNOLOGY,192.168.1.108,Y
user104,-4,OPERATIONS,OPERATIONS,OPERATIONS,OPERATIONS,user104_-4_OPERATIONS,user104_-4_OPERATIONS@eknowedge.com,user104_-4_OPERATIONS,192.168.1.108,Y
user105,-4,SALES,SALES,SALES,SALES,user105_-4_SALES,user105_-4_SALES@eknowedge.com,user105_-4_SALES,192.168.1.108,Y
user106,-4,MARKETING,MARKETING,MARKETING,MARKETING,user106_-4_MARKETING,user106_-4_MARKETING@eknowedge.com,user106_-4_MARKETING,192.168.1.108,Y
user107,-4,SUPPORT,SUPPORT,SUPPORT,SUPPORT,user107_-4_SUPPORT,user107_-4_SUPPORT@eknowedge.com,user107_-4_SUPPORT,192.168.1.108,Y
user108,-4,STRATEGY,STRATEGY,STRATEGY,STRATEGY,user108_-4_STRATEGY,user108_-4_STRATEGY@eknowedge.com,user108_-4_STRATEGY,192.168.1.108,Y
user109,-4,PROVIDERS,PROVIDERS,PROVIDERS,PROVIDERS,user109_-4_PROVIDERS,user109_-4_PROVIDERS@eknowedge.com,user109_-4_PROVIDERS,192.168.1.108,Y
user110,-4,TECHNOLOGY,TECHNOLOGY,TECHNOLOGY,TECHNOLOGY,user110_-4_TECHNOLOGY,user110_-4_TECHNOLOGY@eknowedge.com,user110_-4_TECHNOLOGY,192.168.1.108,Y
user111,-4,OPERATIONS,OPERATIONS,OPERATIONS,OPERATIONS,user111_-4_OPERATIONS,user111_-4_OPERATIONS@eknowedge.com,user111_-4_OPERATIONS,192.168.1.108,Y
user112,-4,SALES,SALES,SALES,SALES,user112_-4_SALES,user112_-4_SALES@eknowedge.com,user112_-4_SALES,192.168.1.108,Y
user113,-4,MARKETING,MARKETING,MARKETING,MARKETING,user113_-4_MARKETING,user113_-4_MARKETING@eknowedge.com,user113_-4_MARKETING,192.168.1.108,Y
user114,-4,SUPPORT,SUPPORT,SUPPORT,SUPPORT,user114_-4_SUPPORT,user114_-4_SUPPORT@eknowedge.com,user114_-4_SUPPORT,192.168.1.108,Y
user115,-4,STRATEGY,STRATEGY,STRATEGY,STRATEGY,user115_-4_STRATEGY,user115_-4_STRATEGY@eknowedge.com,user115_-4_STRATEGY,192.168.1.108,Y
user116,-4,TECHNOLOGY,TECHNOLOGY,TECHNOLOGY,TECHNOLOGY,user116_-4_TECHNOLOGY,user116_-4_TECHNOLOGY@eknowedge.com,user116_-4_TECHNOLOGY,192.168.1.108,Y
user117,-4,OPERATIONS,OPERATIONS,OPERATIONS,OPERATIONS,user117_-4_OPERATIONS,user117_-4_OPERATIONS@eknowedge.com,user117_-4_OPERATIONS,192.168.1.108,Y
user118,-4,SALES,SALES,SALES,SALES,user118_-4_SALES,user118_-4_SALES@eknowedge.com,user118_-4_SALES,192.168.1.108,Y
user119,-4,MARKETING,MARKETING,MARKETING,MARKETING,user119_-4_MARKETING,user119_-4_MARKETING@eknowedge.com,user119_-4_MARKETING,192.168.1.108,Y
user120,-4,SUPPORT,SUPPORT,SUPPORT,SUPPORT,user120_-4_SUPPORT,user120_-4_SUPPORT@eknowedge.com,user120_-4_SUPPORT,192.168.1.108,Y
user121,-4,STRATEGY,STRATEGY,STRATEGY,STRATEGY,user121_-4_STRATEGY,user121_-4_STRATEGY@eknowedge.com,user121_-4_STRATEGY,192.168.1.108,Y
user122,-4,PROVIDERS,PROVIDERS,PROVIDERS,PROVIDERS,user122_-4_PROVIDERS,user122_-4_PROVIDERS@eknowedge.com,user122_-4_PROVIDERS,192.168.1.108,Y
user123,-4,TECHNOLOGY,TECHNOLOGY,TECHNOLOGY,TECHNOLOGY,user123_-4_TECHNOLOGY,user123_-4_TECHNOLOGY@eknowedge.com,user123_-4_TECHNOLOGY,192.168.1.108,Y
user124,-4,OPERATIONS,OPERATIONS,OPERATIONS,OPERATIONS,user124_-4_OPERATIONS,user124_-4_OPERATIONS@eknowedge.com,user124_-4_OPERATIONS,192.168.1.108,Y
user125,-4,SALES,SALES,SALES,SALES,user125_-4_SALES,user125_-4_SALES@eknowedge.com,user125_-4_SALES,192.168.1.108,Y
user126,-4,MARKETING,MARKETING,MARKETING,MARKETING,user126_-4_MARKETING,user126_-4_MARKETING@eknowedge.com,user126_-4_MARKETING,192.168.1.108,Y
user127,-4,SUPPORT,SUPPORT,SUPPORT,SUPPORT,user127_-4_SUPPORT,user127_-4_SUPPORT@eknowedge.com,user127_-4_SUPPORT,192.168.1.108,Y
user128,-4,STRATEGY,STRATEGY,STRATEGY,STRATEGY,user128_-4_STRATEGY,user128_-4_STRATEGY@eknowedge.com,user128_-4_STRATEGY,192.168.1.108,Y
user129,-4,TECHNOLOGY,TECHNOLOGY,TECHNOLOGY,TECHNOLOGY,user129_-4_TECHNOLOGY,user129_-4_TECHNOLOGY@eknowedge.com,user129_-4_TECHNOLOGY,192.168.1.108,Y
user130,-4,OPERATIONS,OPERATIONS,OPERATIONS,OPERATIONS,user130_-4_OPERATIONS,user130_-4_OPERATIONS@eknowedge.com,user130_-4_OPERATIONS,192.168.1.108,Y
user131,-4,SALES,SALES,SALES,SALES,user131_-4_SALES,user131_-4_SALES@eknowedge.com,user131_-4_SALES,192.168.1.108,Y
user132,-5,MARKETING,MARKETING,MARKETING,MARKETING,user132_-5_MARKETING,user132_-5_MARKETING@eknowedge.com,user132_-5_MARKETING,192.168.1.108,Y
user133,-5,SUPPORT,SUPPORT,SUPPORT,SUPPORT,user133_-5_SUPPORT,user133_-5_SUPPORT@eknowedge.com,user133_-5_SUPPORT,192.168.1.108,Y
user134,-5,STRATEGY,STRATEGY,STRATEGY,STRATEGY,user134_-5_STRATEGY,user134_-5_STRATEGY@eknowedge.com,user134_-5_STRATEGY,192.168.1.108,Y
user135,-5,PROVIDERS,PROVIDERS,PROVIDERS,PROVIDERS,user135_-5_PROVIDERS,user135_-5_PROVIDERS@eknowedge.com,user135_-5_PROVIDERS,192.168.1.108,Y
user136,-5,TECHNOLOGY,TECHNOLOGY,TECHNOLOGY,TECHNOLOGY,user136_-5_TECHNOLOGY,user136_-5_TECHNOLOGY@eknowedge.com,user136_-5_TECHNOLOGY,192.168.1.108,Y
user137,-5,OPERATIONS,OPERATIONS,OPERATIONS,OPERATIONS,user137_-5_OPERATIONS,user137_-5_OPERATIONS@eknowedge.com,user137_-5_OPERATIONS,192.168.1.108,Y
user138,-5,SALES,SALES,SALES,SALES,user138_-5_SALES,user138_-5_SALES@eknowedge.com,user138_-5_SALES,192.168.1.108,Y
user139,-5,MARKETING,MARKETING,MARKETING,MARKETING,user139_-5_MARKETING,user139_-5_MARKETING@eknowedge.com,user139_-5_MARKETING,192.168.1.108,Y
user140,-5,SUPPORT,SUPPORT,SUPPORT,SUPPORT,user140_-5_SUPPORT,user140_-5_SUPPORT@eknowedge.com,user140_-5_SUPPORT,192.168.1.108,Y
user141,-5,STRATEGY,STRATEGY,STRATEGY,STRATEGY,user141_-5_STRATEGY,user141_-5_STRATEGY@eknowedge.com,user141_-5_STRATEGY,192.168.1.108,Y
user142,-5,TECHNOLOGY,TECHNOLOGY,TECHNOLOGY,TECHNOLOGY,user142_-5_TECHNOLOGY,user142_-5_TECHNOLOGY@eknowedge.com,user142_-5_TECHNOLOGY,192.168.1.108,Y
user143,-5,OPERATIONS,OPERATIONS,OPERATIONS,OPERATIONS,user143_-5_OPERATIONS,user143_-5_OPERATIONS@eknowedge.com,user143_-5_OPERATIONS,192.168.1.108,Y
user144,-5,SALES,SALES,SALES,SALES,user144_-5_SALES,user144_-5_SALES@eknowedge.com,user144_-5_SALES,192.168.1.108,Y
user145,-5,MARKETING,MARKETING,MARKETING,MARKETING,user145_-5_MARKETING,user145_-5_MARKETING@eknowedge.com,user145_-5_MARKETING,192.168.1.108,Y
user146,-5,SUPPORT,SUPPORT,SUPPORT,SUPPORT,user146_-5_SUPPORT,user146_-5_SUPPORT@eknowedge.com,user146_-5_SUPPORT,192.168.1.108,Y
user147,-5,STRATEGY,STRATEGY,STRATEGY,STRATEGY,user147_-5_STRATEGY,user147_-5_STRATEGY@eknowedge.com,user147_-5_STRATEGY,192.168.1.108,Y
user148,-5,PROVIDERS,PROVIDERS,PROVIDERS,PROVIDERS,user148_-5_PROVIDERS,user148_-5_PROVIDERS@eknowedge.com,user148_-5_PROVIDERS,192.168.1.108,Y
user149,-5,TECHNOLOGY,TECHNOLOGY,TECHNOLOGY,TECHNOLOGY,user149_-5_TECHNOLOGY,user149_-5_TECHNOLOGY@eknowedge.com,user149_-5_TECHNOLOGY,192.168.1.108,Y
user150,-5,OPERATIONS,OPERATIONS,OPERATIONS,OPERATIONS,user150_-5_OPERATIONS,user150_-5_OPERATIONS@eknowedge.com,user150_-5_OPERATIONS,192.168.1.108,Y
user151,-5,SALES,SALES,SALES,SALES,user151_-5_SALES,user151_-5_SALES@eknowedge.com,user151_-5_SALES,192.168.1.108,Y
